StartTime,EndTime,MainCategory
2016-12-03 14:09:16.900000-06:00,2016-12-03 14:09:20.200000-06:00,FeedingDominantHand
2016-12-03 14:09:51-06:00,2016-12-03 14:09:53.800000-06:00,FeedingNonDominantHand
2016-12-03 14:10:36.300000-06:00,2016-12-03 14:10:38-06:00,FeedingDominantHand
2016-12-03 14:10:38.300000-06:00,2016-12-03 14:10:40.200000-06:00,FeedingDominantHand
2016-12-03 14:10:47.900000-06:00,2016-12-03 14:10:53-06:00,FeedingDominantHand
2016-12-03 14:10:54.900000-06:00,2016-12-03 14:11:01.100000-06:00,FeedingDominantHand
2016-12-03 14:11:16.300000-06:00,2016-12-03 14:11:19.600000-06:00,FeedingDominantHand
2016-12-03 14:11:30-06:00,2016-12-03 14:11:31.800000-06:00,FeedingDominantHand
2016-12-03 14:12:03.300000-06:00,2016-12-03 14:12:05.300000-06:00,FeedingDominantHand
2016-12-03 14:12:15.100000-06:00,2016-12-03 14:12:17-06:00,FeedingDominantHand
2016-12-03 14:12:17.900000-06:00,2016-12-03 14:12:19.800000-06:00,FeedingDominantHand
2016-12-03 14:12:27-06:00,2016-12-03 14:12:30.200000-06:00,FeedingDominantHand
2016-12-03 14:12:50.500000-06:00,2016-12-03 14:12:53.200000-06:00,FeedingDominantHand
2016-12-03 14:12:54.300000-06:00,2016-12-03 14:12:56.600000-06:00,FeedingDominantHand
2016-12-03 14:13:04.200000-06:00,2016-12-03 14:13:06.700000-06:00,FeedingDominantHand
2016-12-03 14:13:10.400000-06:00,2016-12-03 14:13:13.200000-06:00,FeedingDominantHand
2016-12-03 14:13:18.300000-06:00,2016-12-03 14:13:22-06:00,FeedingDominantHand
2016-12-03 14:13:30.300000-06:00,2016-12-03 14:13:32.300000-06:00,FeedingDominantHand
2016-12-03 14:13:33.300000-06:00,2016-12-03 14:13:35.900000-06:00,FeedingDominantHand
2016-12-03 14:13:37.500000-06:00,2016-12-03 14:13:40.400000-06:00,FeedingDominantHand
2016-12-03 14:14:08.500000-06:00,2016-12-03 14:14:11.300000-06:00,FeedingDominantHand
2016-12-03 14:14:21.500000-06:00,2016-12-03 14:14:24.300000-06:00,FeedingDominantHand
2016-12-03 14:14:36.200000-06:00,2016-12-03 14:14:37.600000-06:00,FeedingDominantHand
2016-12-03 14:14:38.300000-06:00,2016-12-03 14:14:40.700000-06:00,FeedingDominantHand
2016-12-03 14:14:42.200000-06:00,2016-12-03 14:14:44.600000-06:00,FeedingDominantHand
2016-12-03 14:15:08.200000-06:00,2016-12-03 14:15:11-06:00,FeedingDominantHand
2016-12-03 14:15:35.600000-06:00,2016-12-03 14:15:37.200000-06:00,FeedingDominantHand
2016-12-03 14:15:50-06:00,2016-12-03 14:15:52.400000-06:00,FeedingDominantHand
2016-12-03 14:15:53.300000-06:00,2016-12-03 14:15:55.400000-06:00,FeedingDominantHand
2016-12-03 14:15:56.100000-06:00,2016-12-03 14:15:58.200000-06:00,FeedingDominantHand
2016-12-03 14:16:21.900000-06:00,2016-12-03 14:16:23.900000-06:00,FeedingDominantHand
2016-12-03 14:16:24.600000-06:00,2016-12-03 14:16:26.500000-06:00,FeedingDominantHand
2016-12-03 14:16:28.900000-06:00,2016-12-03 14:16:30.800000-06:00,FeedingDominantHand
2016-12-03 14:16:31.400000-06:00,2016-12-03 14:16:35.200000-06:00,FeedingDominantHand
2016-12-03 14:16:47.900000-06:00,2016-12-03 14:16:49.600000-06:00,FeedingDominantHand
2016-12-03 14:16:50.400000-06:00,2016-12-03 14:16:53.300000-06:00,FeedingDominantHand
2016-12-03 14:17:03.300000-06:00,2016-12-03 14:17:05.300000-06:00,FeedingDominantHand
2016-12-03 14:17:06.900000-06:00,2016-12-03 14:17:09.300000-06:00,FeedingDominantHand
2016-12-03 14:17:38.400000-06:00,2016-12-03 14:17:41-06:00,FeedingDominantHand
2016-12-03 14:17:46.200000-06:00,2016-12-03 14:17:47.900000-06:00,FeedingDominantHand
2016-12-03 14:17:48.400000-06:00,2016-12-03 14:17:50.700000-06:00,FeedingDominantHand
