StartTime,EndTime,MainCategory
2016-10-24 12:03:06.900000,2016-10-24 12:03:08.500000,FeedingDominantHand
2016-10-24 12:03:14.400000,2016-10-24 12:03:15.700000,FeedingDominantHand
2016-10-24 12:03:20.200000,2016-10-24 12:03:21.600000,FeedingDominantHand
2016-10-24 12:03:26.100000,2016-10-24 12:03:27.400000,FeedingDominantHand
2016-10-24 12:03:45.100000,2016-10-24 12:03:45.900000,FeedingDominantHand
2016-10-24 12:03:49.800000,2016-10-24 12:03:50.900000,FeedingDominantHand
2016-10-24 12:04:00.100000,2016-10-24 12:04:01.300000,FeedingDominantHand
2016-10-24 12:04:09.400000,2016-10-24 12:04:10.700000,FeedingDominantHand
2016-10-24 12:04:30.900000,2016-10-24 12:04:31.700000,FeedingDominantHand
2016-10-24 12:04:38.500000,2016-10-24 12:04:39.500000,FeedingDominantHand
2016-10-24 12:04:46.200000,2016-10-24 12:04:48.100000,FeedingDominantHand
2016-10-24 12:04:53.900000,2016-10-24 12:04:54.800000,FeedingDominantHand
2016-10-24 12:05:02.600000,2016-10-24 12:05:04,FeedingDominantHand
2016-10-24 12:05:06.200000,2016-10-24 12:05:07.300000,FeedingDominantHand
2016-10-24 12:05:16.800000,2016-10-24 12:05:18.400000,FeedingDominantHand
2016-10-24 12:05:26.700000,2016-10-24 12:05:27.900000,FeedingDominantHand
2016-10-24 12:05:43.800000,2016-10-24 12:05:44.800000,FeedingDominantHand
2016-10-24 12:05:49.700000,2016-10-24 12:05:52.100000,FeedingDominantHand
2016-10-24 12:06:00.700000,2016-10-24 12:06:01.700000,FeedingDominantHand
2016-10-24 12:06:05.400000,2016-10-24 12:06:06.400000,FeedingDominantHand
2016-10-24 12:06:09.400000,2016-10-24 12:06:10.500000,FeedingDominantHand
2016-10-24 12:06:19.500000,2016-10-24 12:06:20.600000,FeedingDominantHand
2016-10-24 12:06:25.600000,2016-10-24 12:06:26.500000,FeedingDominantHand
2016-10-24 12:06:29.100000,2016-10-24 12:06:30.600000,FeedingDominantHand
2016-10-24 12:06:35.200000,2016-10-24 12:06:36.500000,FeedingDominantHand
2016-10-24 12:06:41.400000,2016-10-24 12:06:42.400000,FeedingDominantHand
2016-10-24 12:06:47.800000,2016-10-24 12:06:48.800000,FeedingDominantHand
2016-10-24 12:06:56.300000,2016-10-24 12:06:57.400000,FeedingDominantHand
2016-10-24 12:07:03.600000,2016-10-24 12:07:04.800000,FeedingDominantHand
2016-10-24 12:07:15.800000,2016-10-24 12:07:17.200000,FeedingDominantHand
2016-10-24 12:07:20,2016-10-24 12:07:21.700000,FeedingDominantHand
2016-10-24 12:07:30.200000,2016-10-24 12:07:31.200000,FeedingDominantHand
2016-10-24 12:07:38.100000,2016-10-24 12:07:39.200000,FeedingDominantHand
2016-10-24 12:07:48.600000,2016-10-24 12:07:49.700000,FeedingDominantHand
2016-10-24 12:07:51.400000,2016-10-24 12:07:52.400000,FeedingNonDominantHand
2016-10-24 12:08:00.800000,2016-10-24 12:08:01.600000,FeedingDominantHand
2016-10-24 12:08:07.300000,2016-10-24 12:08:08,FeedingDominantHand
2016-10-24 12:08:09.900000,2016-10-24 12:08:10.600000,FeedingDominantHand
2016-10-24 12:08:11.900000,2016-10-24 12:08:12.600000,FeedingDominantHand
2016-10-24 13:00:19.900000,2016-10-24 13:00:21.500000,FeedingNonDominantHand
2016-10-24 13:00:24.100000,2016-10-24 13:00:25.800000,FeedingNonDominantHand
2016-10-24 13:00:28.500000,2016-10-24 13:00:33.900000,FeedingNonDominantHand
2016-10-24 13:01:29.300000,2016-10-24 13:01:30.800000,FeedingNonDominantHand
2016-10-24 13:02:27,2016-10-24 13:02:28.900000,FeedingNonDominantHand
2016-10-24 13:03:00.900000,2016-10-24 13:03:02.700000,FeedingNonDominantHand
